stable_identity,defining_plugin,local_formid,runtime_formid,winning_plugin,editor_id,display_name,race,creature_type,sex,model,voice_type,template,placed_references,leveled_references,dialogue_references,total_references,deleted,initially_disabled,classification,classification_reason,profile_id
Fallout3.esm|000C053F,Fallout3.esm,000C053F,060C053F,TaleOfTwoWastelands.esm,MS15ThomasJefferson,Thomas Jefferson,,,unknown,Creatures\Protectron\skeleton.nif,MaleUniqueButton [VTYP:0607C235],CrProtectronDC [CREA:0601CF8F],0,0,0,1,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
Fallout3.esm|000C34D2,Fallout3.esm,000C34D2,060C34D2,Fallout3.esm,MS01BigTownSuperMutant3,Super Mutant,,,unknown,marker_creature.nif,,MS01BigTownSuperMutant1 [CREA:0602DB93],0,0,0,4,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
Fallout3.esm|000C394C,Fallout3.esm,000C394C,060C394C,TaleOfTwoWastelands.esm,DEADCrYaoGuai,Yao Guai,,,unknown,Creatures\YaoGuai\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrYaoGuai [CREA:0601CFA0],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,yao_guai
Fallout3.esm|000C48F0,Fallout3.esm,000C48F0,060C48F0,Fallout3.esm,LvlWastelandDogDC,,,,unknown,,,EncWastelandDogDC [LVLC:060C48ED],0,0,0,149,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
Fallout3.esm|000C48F1,Fallout3.esm,000C48F1,060C48F1,Fallout3.esm,LvlWastelandBloatflyDC,,,,unknown,,,EncWastelandBloatflyDC [LVLC:060C48EE],0,0,0,144,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
Fallout3.esm|000C48F2,Fallout3.esm,000C48F2,060C48F2,Fallout3.esm,LvlWastelandMoleRatDC,,,,unknown,,,EncWastelandMoleRatDC [LVLC:060C48EF],0,0,0,150,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
Fallout3.esm|000C4976,Fallout3.esm,000C4976,060C4976,Fallout3.esm,FFEU56SupermutantGun,,,,unknown,marker_creature.nif,,LvlSupermutantGunDC [CREA:0603A6FD],0,0,0,2,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
Fallout3.esm|000C4977,Fallout3.esm,000C4977,060C4977,Fallout3.esm,FFEU56SupermutantMelee,,,,unknown,marker_creature.nif,,LvlSupermutantMeleeDC [CREA:0603A6FE],0,0,0,2,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
Fallout3.esm|000C58EF,Fallout3.esm,000C58EF,060C58EF,Fallout3.esm,MS04CrAnt3WarriorDC,Fire Ant Warrior,,,unknown,Creatures\GiantAnt\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,2,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,fire_ant_warrior
Fallout3.esm|000C5BAE,Fallout3.esm,000C5BAE,060C5BAE,Fallout3.esm,MS04CrAnt3MarigoldWarriorDC,Fire Ant Warrior,,,unknown,Creatures\GiantAnt\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,2,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,fire_ant_warrior
Fallout3.esm|000C5CA9,Fallout3.esm,000C5CA9,060C5CA9,Fallout3.esm,LvlSupermutantMissileStayAtEdLocDC,,,,unknown,,,EncSuperMutantMissileDC [LVLC:06092C50],0,0,0,5,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
Fallout3.esm|000C6E5E,Fallout3.esm,000C6E5E,060C6E5E,Fallout3.esm,LvlSupermutantMinigunStayAtEdLocDC,,,,unknown,,,EncSuperMutantMinigunDC [LVLC:06092C53],0,0,0,5,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
Fallout3.esm|000C8513,Fallout3.esm,000C8513,060C8513,TaleOfTwoWastelands.esm,FFRaiderCamp17SuperMutantDeadDC,Super Mutant,,,unknown,Creatures\SMSpineBreakerDC\Skeleton.nif,CreatureSuperMutantDC [VTYP:06019FD9],CrSuperMutant1MeleeADC [CREA:0603A147],0,0,0,3,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
Fallout3.esm|000C938B,Fallout3.esm,000C938B,060C938B,Fallout3.esm,DogScavengerDC,Scavenger's Dog,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDog [CREA:0001CF9C],0,0,0,13,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
Fallout3.esm|000CA032,Fallout3.esm,000CA032,060CA032,Fallout3.esm,FFER78BrahminDC,Brahmin,,,unknown,Creatures\BrahminDC\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrBrahminDC [CREA:0601CFA2],0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,brahmin
Fallout3.esm|000CA037,Fallout3.esm,000CA037,060CA037,Fallout3.esm,FFEU58BrahminDC,Mad Brahmin,,,unknown,Creatures\Brahmin\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrBrahminDC [CREA:0601CFA2],0,0,0,2,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
Fallout3.esm|000CAFF8,Fallout3.esm,000CAFF8,060CAFF8,Fallout3.esm,BrahminWastelandDC,Brahmin,,,unknown,Creatures\BrahminDC\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrBrahminDC [CREA:0601CFA2],0,0,0,23,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,brahmin
Anchorage.esm|00001F0A,Anchorage.esm,00001F0A,07001F0A,TaleOfTwoWastelands.esm,DLCAnchSnowBotMG,Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],CrSentryBotMGDC [CREA:0605F9CA],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00001F0B,Anchorage.esm,00001F0B,07001F0B,TaleOfTwoWastelands.esm,DLCAnchSnowGutsy,Mister Gutsy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsyDC [VTYP:06019FDD],,0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00001F0C,Anchorage.esm,00001F0C,07001F0C,TaleOfTwoWastelands.esm,DLCAnchSnowBotGL,Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],CrSentryBotGLDC [CREA:0601CF8A],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00002D01,Anchorage.esm,00002D01,07002D01,TaleOfTwoWastelands.esm,DLC02StrikeTeamGutsy1Template,Strike Team Mister Gutsy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsyDC [VTYP:06019FDD],,0,1,0,11,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|0000301F,Anchorage.esm,0000301F,0700301F,TaleOfTwoWastelands.esm,DLCAnchCreaturesChimera,Chimera Tank,,,unknown,DLCAnch\Creatures\Chimera\Skeleton.nif,,,0,0,0,4,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,chimera_tank
Anchorage.esm|0000347A,Anchorage.esm,0000347A,0700347A,Anchorage.esm,AudioTemplateChimera,AudioTemplateChimera,,,unknown,,,,0,0,0,8,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
Anchorage.esm|00005013,Anchorage.esm,00005013,07005013,TaleOfTwoWastelands.esm,DLC02StrikeTeamRobotSentryBot1Template,Strike Team Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],,0,1,0,11,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00005014,Anchorage.esm,00005014,07005014,Anchorage.esm,DLC02LvlStrikeTeamGutsy,,,,unknown,,,DLC02EncStrikeTeamGutsy [LVLC:07005011],0,0,0,3,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
Anchorage.esm|00005015,Anchorage.esm,00005015,07005015,Anchorage.esm,DLC02LvlStrikeTeamSentry,,,,unknown,,,DLC02EncStrikeTeamSentry [LVLC:07005012],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|000068AD,Anchorage.esm,000068AD,070068AD,TaleOfTwoWastelands.esm,DLC02ArtyBaseCavern,Chimera Tank,,,unknown,DLCAnch\Creatures\Chimera\Skeleton.nif,,,0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,chimera_tank
Anchorage.esm|00008CB4,Anchorage.esm,00008CB4,07008CB4,TaleOfTwoWastelands.esm,DLCCrTurret02Outcast,Mark IV Turret,,,unknown,Creatures\SentryTurret\skeleton.nif,RobotEyebot [VTYP:00040D41],CrTurret02 [CREA:0007B23B],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00008CDE,Anchorage.esm,00008CDE,07008CDE,TaleOfTwoWastelands.esm,DLC02StrikeTeamGutsy2,Strike Team Mister Gutsy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsyDC [VTYP:06019FDD],DLC02StrikeTeamGutsy1Template [CREA:07002D01],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00008CDF,Anchorage.esm,00008CDF,07008CDF,TaleOfTwoWastelands.esm,DLC02StrikeTeamGutsy3,Strike Team Mister Gutsy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsyDC [VTYP:06019FDD],DLC02StrikeTeamGutsy1Template [CREA:07002D01],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00008CE0,Anchorage.esm,00008CE0,07008CE0,TaleOfTwoWastelands.esm,DLC02StrikeTeamGutsy4,Strike Team Mister Gutsy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsyDC [VTYP:06019FDD],DLC02StrikeTeamGutsy1Template [CREA:07002D01],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00008CE1,Anchorage.esm,00008CE1,07008CE1,TaleOfTwoWastelands.esm,DLC02StrikeTeamGutsy5,Strike Team Mister Gutsy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsyDC [VTYP:06019FDD],DLC02StrikeTeamGutsy1Template [CREA:07002D01],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00008CF2,Anchorage.esm,00008CF2,07008CF2,TaleOfTwoWastelands.esm,DLC02StrikeTeamRobotSentryBot2,Strike Team Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],DLC02StrikeTeamRobotSentryBot1Template [CREA:07005013],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00008CF3,Anchorage.esm,00008CF3,07008CF3,TaleOfTwoWastelands.esm,DLC02StrikeTeamRobotSentryBot3,Strike Team Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],DLC02StrikeTeamRobotSentryBot1Template [CREA:07005013],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00008CF4,Anchorage.esm,00008CF4,07008CF4,TaleOfTwoWastelands.esm,DLC02StrikeTeamRobotSentryBot4,Strike Team Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],DLC02StrikeTeamRobotSentryBot1Template [CREA:07005013],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00008CF5,Anchorage.esm,00008CF5,07008CF5,TaleOfTwoWastelands.esm,DLC02StrikeTeamRobotSentryBot5,Strike Team Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],DLC02StrikeTeamRobotSentryBot1Template [CREA:07005013],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|00009849,Anchorage.esm,00009849,07009849,Anchorage.esm,DLCAnchCreaturesChimeraIceCamp01,Chimera Tank,,,unknown,DLCAnch\Creatures\Chimera\Skeleton.nif,,DLCAnchCreaturesChimera [CREA:0700301F],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,chimera_tank
Anchorage.esm|0000A4E0,Anchorage.esm,0000A4E0,0700A4E0,TaleOfTwoWastelands.esm,DLC02SpiderMine,Spider Drone,,,unknown,DLCAnch\Creatures\SpiderMine\Skeleton.nif,RobotEyebot [VTYP:00040D41],CrProtectronDC [CREA:0601CF8F],0,0,0,24,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|0000AB27,Anchorage.esm,0000AB27,0700AB27,TaleOfTwoWastelands.esm,DLC02TurretCeiling2500,Mark I Turret,,,unknown,Creatures\MiniSentryTurret\Skeleton.nif,RobotEyebot [VTYP:00040D41],,0,0,0,10,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|0000AD4E,Anchorage.esm,0000AD4E,0700AD4E,Anchorage.esm,DLC02TurretCeiling2048,Mark I Turret,,,unknown,Creatures\MiniSentryTurret\Skeleton.nif,RobotEyebot [VTYP:00040D41],CrTurretCeiling01 [CREA:000A84B8],0,0,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|0000C065,Anchorage.esm,0000C065,0700C065,Anchorage.esm,DLC02LvlTurretCeiling1024Outcast,,,,unknown,marker_creature.nif,,LvlTurretCeiling1024 [CREA:000251AA],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|0000C16B,Anchorage.esm,0000C16B,0700C16B,TaleOfTwoWastelands.esm,DLC02ChineseDogIceCamp,Guard Dog,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDog [CREA:0001CF9C],0,0,0,4,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
Anchorage.esm|0000C487,Anchorage.esm,0000C487,0700C487,TaleOfTwoWastelands.esm,DLC02ChineseGateTurret,Mark II Turret,,,unknown,Creatures\SentryTurret\skeleton.nif,RobotEyebot [VTYP:00040D41],,0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
Anchorage.esm|0000C700,Anchorage.esm,0000C700,0700C700,TaleOfTwoWastelands.esm,DLC02ChineseDogMines,Guard Dog,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDog [CREA:0001CF9C],0,0,0,5,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
Anchorage.esm|0000CC68,Anchorage.esm,0000CC68,0700CC68,TaleOfTwoWastelands.esm,AudioTemplateMineSpider,AudioTemplateMineSpider,,,unknown,,,,0,0,0,2,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
Anchorage.esm|0000CF2D,Anchorage.esm,0000CF2D,0700CF2D,TaleOfTwoWastelands.esm,DLCAnchCreaturesChimeraBLOCKER,Chimera Tank,,,unknown,DLCAnch\Creatures\Chimera\Skeleton.nif,,,0,0,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,chimera_tank
ThePitt.esm|00002BE1,ThePitt.esm,00002BE1,08002BE1,ThePitt.esm,DLCPittTestStreetTrog,TestStreetTrog,,,unknown,DLCPitt\Creatures\StreetTrog\Skeleton.nif,,,0,0,0,1,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
ThePitt.esm|0000350A,ThePitt.esm,0000350A,0800350A,ThePitt.esm,DLC01LvlTrog,,,,unknown,,,DLC01EncTrog [LVLC:0800A777],0,0,0,78,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
ThePitt.esm|000038BE,ThePitt.esm,000038BE,080038BE,TaleOfTwoWastelands.esm,DLC01BridgeMoleRat01,Mole Rat,,,unknown,Creatures\MoleRat\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,mole_rat
ThePitt.esm|000038C7,ThePitt.esm,000038C7,080038C7,TaleOfTwoWastelands.esm,DLC01BridgeDog01,Vicious Dog,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,vicious_dog
ThePitt.esm|000038C9,ThePitt.esm,000038C9,080038C9,TaleOfTwoWastelands.esm,DLC01BridgeDog02,Vicious Dog,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,vicious_dog
ThePitt.esm|0000503D,ThePitt.esm,0000503D,0800503D,ThePitt.esm,DLC01LvlTrogPassive,,,,unknown,marker_creature.nif,,DLC01LvlTrog [CREA:0800350A],0,0,0,13,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
ThePitt.esm|00005D33,ThePitt.esm,00005D33,08005D33,ThePitt.esm,AudioTemplateTrog,AudioTemplateTrog,,,unknown,,,,0,0,0,4,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
ThePitt.esm|0000618D,ThePitt.esm,0000618D,0800618D,ThePitt.esm,DLC01LvlTurretCeiling1024Survivor,,,,unknown,,,EncTurretCeiling [LVLC:000A8A5D],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
ThePitt.esm|000070B2,ThePitt.esm,000070B2,080070B2,ThePitt.esm,DLC01LvlTrogUptownDark01,,,,unknown,marker_creature.nif,,DLC01LvlTrog [CREA:0800350A],0,0,0,26,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
ThePitt.esm|00007888,ThePitt.esm,00007888,08007888,ThePitt.esm,DLC01LvlTrogAmbush,,,,unknown,marker_creature.nif,,DLC01LvlTrog [CREA:0800350A],0,0,0,10,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
ThePitt.esm|000093F2,ThePitt.esm,000093F2,080093F2,ThePitt.esm,DLC01LvlTrogPatrolAlwaysRun,,,,unknown,marker_creature.nif,,DLC01LvlTrog [CREA:0800350A],0,0,0,5,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
ThePitt.esm|00009B69,ThePitt.esm,00009B69,08009B69,ThePitt.esm,DLC01LvlTrogPassive128,,,,unknown,marker_creature.nif,,DLC01LvlTrog [CREA:0800350A],0,0,0,3,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
ThePitt.esm|0000A849,ThePitt.esm,0000A849,0800A849,TaleOfTwoWastelands.esm,DLC01GenericFactoryProtectron,Factory Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
ThePitt.esm|0000A84A,ThePitt.esm,0000A84A,0800A84A,TaleOfTwoWastelands.esm,DLC01DeadProtectron,Factory Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
ThePitt.esm|0000A8BE,ThePitt.esm,0000A8BE,0800A8BE,ThePitt.esm,DLC01LvlTrogNoAggro,,,,unknown,marker_creature.nif,,DLC01LvlTrog [CREA:0800350A],0,0,0,4,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
ThePitt.esm|0000A93B,ThePitt.esm,0000A93B,0800A93B,TaleOfTwoWastelands.esm,DLC01GenericFactoryProtectron02,Factory Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
ThePitt.esm|0000A93C,ThePitt.esm,0000A93C,0800A93C,TaleOfTwoWastelands.esm,DLC01SteelyardProtectron,Factory Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
ThePitt.esm|0000B163,ThePitt.esm,0000B163,0800B163,ThePitt.esm,DLC01FF007Trog,,,,unknown,marker_creature.nif,,DLC01LvlTrog [CREA:0800350A],0,0,4,6,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
ThePitt.esm|0000B6C9,ThePitt.esm,0000B6C9,0800B6C9,ThePitt.esm,DLC01LvlTurretCeilingAshur,,,,unknown,marker_creature.nif,,LvlTurretCeiling768 [CREA:000251A4],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|000013B2,BrokenSteel.esm,000013B2,090013B2,TaleOfTwoWastelands.esm,DLC03EncounterRCBrahmin,Brahmin,,,unknown,Creatures\BrahminDC\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],DLC03CrBrahminPackWater [CREA:000E2C16],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,brahmin
BrokenSteel.esm|000019CB,BrokenSteel.esm,000019CB,090019CB,BrokenSteel.esm,DLC03LvlTurretEnclave3500,,,,unknown,,,EncTurret [LVLC:0007D40F],0,0,0,27,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|00001D2F,BrokenSteel.esm,00001D2F,09001D2F,TaleOfTwoWastelands.esm,DLC03EncounterPPDeadMirelurk01,Mirelurk,,,unknown,Creatures\Mirelurk\Skeleton2.nif,,DLC03DeadMirelurk01 [CREA:090056BC],0,0,0,7,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,mirelurk
BrokenSteel.esm|00001FCC,BrokenSteel.esm,00001FCC,09001FCC,TaleOfTwoWastelands.esm,DLC03LibertyPrime,Liberty Prime,,,unknown,Creatures\LibertyPrime\skeleton.nif,RobotLibertyPrime [VTYP:00078DFF],,0,0,6,7,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|00002092,BrokenSteel.esm,00002092,09002092,TaleOfTwoWastelands.esm,DLC03EncounterPPDyingMirelurk,Mirelurk,,,unknown,Creatures\Mirelurk\Skeleton2.nif,VoiceDoNotRecordF [VTYP:00094EED],DLC03DeadMirelurk02 [CREA:090056BD],0,0,4,6,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,mirelurk
BrokenSteel.esm|0000223C,BrokenSteel.esm,0000223C,0900223C,BrokenSteel.esm,DLC03CrDeathClaw,Deathclaw,,,unknown,Creatures\DeathClaw\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDeathClaw [CREA:0001CF9A],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,deathclaw
BrokenSteel.esm|00002651,BrokenSteel.esm,00002651,09002651,TaleOfTwoWastelands.esm,DLC03EncounterMegBrahmin,Brahmin,,,unknown,Creatures\Brahmin\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],DLC03CrBrahminPackWater [CREA:000E2C16],0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,brahmin
BrokenSteel.esm|00002767,BrokenSteel.esm,00002767,09002767,TaleOfTwoWastelands.esm,DLC03EncounterTPBrahmin,Brahmin,,,unknown,Creatures\Brahmin\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],DLC03CrBrahminPackWater [CREA:000E2C16],0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,brahmin
BrokenSteel.esm|00002E0E,BrokenSteel.esm,00002E0E,09002E0E,TaleOfTwoWastelands.esm,DLC03EncounterFBBrahmin,Brahmin,,,unknown,Creatures\Brahmin\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],DLC03CrBrahminPackWater [CREA:000E2C16],0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,brahmin
BrokenSteel.esm|0000341C,BrokenSteel.esm,0000341C,0900341C,TaleOfTwoWastelands.esm,DLC03EncounterBTBrahmin,Brahmin,,,unknown,Creatures\Brahmin\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],DLC03CrBrahminPackWater [CREA:000E2C16],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,brahmin
BrokenSteel.esm|0000372A,BrokenSteel.esm,0000372A,0900372A,TaleOfTwoWastelands.esm,DLC03EncounterPPCBrahmin,Brahmin,,,unknown,Creatures\Brahmin\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],DLC03CrBrahminPackWater [CREA:000E2C16],0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,brahmin
BrokenSteel.esm|00003894,BrokenSteel.esm,00003894,09003894,BrokenSteel.esm,DLC03CagedDeathclawEnclave,Deathclaw,,,unknown,Creatures\DeathClaw\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDeathClaw [CREA:0001CF9A],0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,deathclaw
BrokenSteel.esm|00003B33,BrokenSteel.esm,00003B33,09003B33,BrokenSteel.esm,DLC03WQ01Brahmin,Brahmin,,,unknown,Creatures\Brahmin\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],DLC03CrBrahminPackWater [CREA:000E2C16],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,brahmin
BrokenSteel.esm|00004C16,BrokenSteel.esm,00004C16,09004C16,TaleOfTwoWastelands.esm,DLC03EncounterADOutcastA1,Outcast Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],CrSentryBotGLOutcastDC [CREA:0601CF71],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|000056BC,BrokenSteel.esm,000056BC,090056BC,TaleOfTwoWastelands.esm,DLC03DeadMirelurk01,Mirelurk,,,unknown,Creatures\Mirelurk\Skeleton2.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,mirelurk
BrokenSteel.esm|000056BD,BrokenSteel.esm,000056BD,090056BD,TaleOfTwoWastelands.esm,DLC03DeadMirelurk02,Mirelurk,,,unknown,Creatures\Mirelurk\Skeleton2.nif,VoiceDoNotRecordF [VTYP:00094EED],CrMirelurk1 [CREA:0001CF83],0,0,0,4,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,mirelurk
