npc_name,worldknowledge_tags
edgar_wellington_ii,"community:tenpenny_tower,person:edgar_wellington_ii,place:tenpenny_tower,race:human,region:capital_wasteland"
elder_lyons,"domain:military,domain:technology,faction:brotherhood_of_steel,person:elder_lyons,race:human,region:capital_wasteland,role:leader,role:military"
elise_walton,"person:elise_walton,race:human"
ellen_deloria__cg04ellendeloria,"community:vault_101,person:ellen_deloria,place:vault_101,race:human,region:capital_wasteland"
ellen_deloria__ellendeloria,"community:vault_101,person:ellen_deloria,place:vault_101,race:human,region:capital_wasteland"
elliott_tercorien,"domain:medicine,person:elliott_tercorien,race:human,role:leader,role:medic"
emaline,"person:emaline,race:human,region:capital_wasteland"
enclave_doctor,"domain:medicine,person:enclave_doctor,race:human,role:medic"
enclave_officer,"community:mothership_zeta,person:enclave_officer,place:mothership_zeta,race:human,region:capital_wasteland,role:leader"
enclave_scientist,"domain:military,faction:enclave,person:enclave_scientist,race:human,role:military,role:scientist"
enclave_sigma_leader,"domain:military,person:enclave_sigma_leader,race:human,region:capital_wasteland,role:leader,role:military"
enclave_soldier,"domain:energy_weapons,domain:firearms,faction:enclave,person:enclave_soldier,race:human,region:capital_wasteland,role:soldier"
escaped_slave_character,"community:paradise_falls,domain:survival,person:escaped_slave_character,place:paradise_falls,region:capital_wasteland,role:survivalist"
ethyl,"community:underworld,person:ethyl,place:underworld,region:capital_wasteland,role:doctor"
eulogy_jones,"community:paradise_falls,person:eulogy_jones,place:paradise_falls,region:capital_wasteland,role:leader"
evan_king,"person:evan_king,race:human,role:leader,role:raider"
everett,"community:the_pitt,person:everett,place:the_pitt,race:human,region:capital_wasteland,role:raider"
fantasia,"domain:survival,person:fantasia,race:human,region:capital_wasteland,role:survivalist"
father_clifford,"community:rivet_city,person:father_clifford,place:rivet_city,race:human,region:capital_wasteland,role:leader"
fawkes,"domain:history,domain:survival,person:fawkes,race:human,role:survivalist"
faydra,"community:the_pitt,domain:medicine,person:faydra,place:the_pitt,race:human,region:capital_wasteland,role:medic,role:raider,role:soldier"
flak,"community:rivet_city,domain:firearms,person:flak,place:rivet_city,race:human,region:capital_wasteland"
flash,"community:big_town,domain:firearms,domain:survival,person:flash,place:big_town,race:human,region:capital_wasteland,role:soldier,role:survivalist"
flower,"person:flower,race:human"
floyd_lewis,"community:vault_101,domain:engineering,domain:firearms,person:floyd_lewis,place:vault_101,race:human,region:capital_wasteland,role:engineer"
fluffy,"domain:survival,person:fluffy,region:capital_wasteland,role:survivalist"
forty,"community:paradise_falls,person:forty,place:paradise_falls,region:capital_wasteland"
four_score,"person:four_score,race:dog,role:soldier"
frank,"community:paradise_falls,person:frank,place:paradise_falls,race:human,region:capital_wasteland"
fred_wilks,"community:rivet_city,domain:survival,person:fred_wilks,place:rivet_city,race:human,region:capital_wasteland,role:survivalist"
freddie_gomez,"community:vault_101,person:freddie_gomez,place:vault_101,race:human,region:capital_wasteland"
freki,"community:point_lookout,person:freki,place:point_lookout,race:dog,region:capital_wasteland,role:soldier"
friday,"community:the_pitt,domain:trade,person:friday,place:the_pitt,race:human,region:capital_wasteland,role:merchant"
gallo,"domain:survival,person:gallo,race:ghoul,role:survivalist"
gary_1,"domain:survival,person:gary_1,race:human,role:survivalist"
gary_12,person:gary_12
gary_17,person:gary_17
gary_23,"domain:survival,person:gary_23,role:survivalist"
gary_25,"person:gary_25,race:human"
gary_27,"domain:survival,person:gary_27,role:survivalist"
gary_29,person:gary_29
gary_32,person:gary_32
gary_33,person:gary_33
gary_36,person:gary_36
gary_41,person:gary_41
gary_42,person:gary_42
gary_43,"person:gary_43,race:human"
gary_47,"person:gary_47,role:vault_dweller"
gary_clone,person:gary_clone
gary_staley,"community:rivet_city,domain:trade,person:gary_staley,place:rivet_city,race:human,region:capital_wasteland,role:merchant"
garza,"community:rivet_city,person:garza,place:rivet_city,race:human,region:capital_wasteland"
general_chase,"domain:military,domain:politics,person:general_chase,race:human,role:leader,role:military"
general_jingwei,"domain:survival,person:general_jingwei,race:human,role:survivalist"
george_neusbaum,"domain:military,person:george_neusbaum,race:human,role:military"
geri,"community:point_lookout,person:geri,place:point_lookout,race:dog,region:capital_wasteland,role:soldier"
gibson,"domain:trade,person:gibson,race:human,region:capital_wasteland"
gloria_mack,"community:vault_101,person:gloria_mack,place:vault_101,race:human,region:capital_wasteland"
goalie_ledoux,"domain:trade,person:goalie_ledoux,race:human,role:leader"
gob,"community:megaton,person:gob,place:megaton,race:ghoul,region:capital_wasteland"
godfrey,"community:tenpenny_tower,domain:robotics,person:godfrey,place:tenpenny_tower,race:robot,region:capital_wasteland"
grady,"domain:firearms,person:grady,race:human,region:capital_wasteland,role:courier"
grandma_sparkle,"domain:trade,person:grandma_sparkle,race:human,region:capital_wasteland"
grandma_taylor,"community:vault_101,domain:survival,person:grandma_taylor,place:vault_101,race:human,region:capital_wasteland,role:survivalist"
greta,"community:underworld,person:greta,place:underworld,race:ghoul,region:capital_wasteland"
griffon,"community:underworld,person:griffon,place:underworld,race:ghoul,region:capital_wasteland"
grouse,"community:paradise_falls,person:grouse,place:paradise_falls,race:human,region:capital_wasteland,role:soldier"
gruber,"community:the_pitt,person:gruber,place:the_pitt,race:human,region:capital_wasteland"
grudd_bear,"person:grudd_bear,role:raider,role:soldier"
haley,"community:point_lookout,person:haley,place:point_lookout,region:capital_wasteland,role:merchant"
hammer,"community:the_pitt,person:hammer,place:the_pitt,race:human,region:capital_wasteland,role:raider,role:soldier"
hannibal_hamlin,"community:paradise_falls,domain:history,domain:survival,person:hannibal_hamlin,place:paradise_falls,region:capital_wasteland,role:leader,role:survivalist"
harden_simms,"community:megaton,person:harden_simms,place:megaton,race:human,region:capital_wasteland"
harkness,"community:rivet_city,domain:firearms,person:harkness,place:rivet_city,race:human,region:capital_wasteland,role:leader"
harold,"domain:history,domain:survival,domain:trade,person:harold,race:ghoul,region:capital_wasteland,role:caravaner,role:leader,role:survivalist"
harris,"community:the_pitt,person:harris,place:the_pitt,race:human,region:capital_wasteland"
henry_young,"community:rivet_city,person:henry_young,place:rivet_city,race:human,region:capital_wasteland"
herbert_daring_dashwood,"community:tenpenny_tower,domain:survival,person:herbert_daring_dashwood,place:tenpenny_tower,race:human,region:capital_wasteland,role:survivalist"
hitman,"domain:survival,faction:talon_company,person:hitman,race:human,region:capital_wasteland,role:survivalist"
holly,"domain:survival,person:holly,race:human,role:survivalist"
hoover,"domain:engineering,person:hoover,race:robot,role:engineer"
hunter,"domain:survival,person:hunter,race:human,region:capital_wasteland,role:hunter,role:survivalist"
ian_west,"community:megaton,domain:survival,person:ian_west,place:megaton,race:human,region:capital_wasteland,role:survivalist"
initiate__fo3_category_fallout_3_human_characters,"domain:firearms,domain:technology,faction:brotherhood_of_steel,person:initiate,race:human,region:capital_wasteland,role:soldier"
initiate_jennings,"domain:military,faction:brotherhood_of_steel,person:initiate_jennings,race:human,region:capital_wasteland,role:military"
initiate_pek,"faction:brotherhood_of_steel,person:initiate_pek,race:human,region:capital_wasteland"
initiate_reddin,"faction:brotherhood_of_steel,person:initiate_reddin,race:human"
insane_survivor,"domain:survival,person:insane_survivor,race:human,role:survivalist"
irving_cheng,"community:tenpenny_tower,domain:politics,person:irving_cheng,place:tenpenny_tower,race:human,region:capital_wasteland"
isabella_proud,"person:isabella_proud,race:human,role:scientist"
jack_smith,"person:jack_smith,race:human,region:capital_wasteland"
jackson__dlc01jackson,"community:the_pitt,person:jackson,place:the_pitt,race:human,region:capital_wasteland,role:raider"
jackson__dlc04jackson,"community:point_lookout,person:jackson,place:point_lookout,region:capital_wasteland,role:leader,role:tribal"
jacob_humboldt,"community:point_lookout,domain:firearms,domain:history,person:jacob_humboldt,place:point_lookout,race:human,region:capital_wasteland,role:hunter"
jaime_palabras,"domain:survival,person:jaime_palabras,race:human,role:raider,role:survivalist"
james__cg01dad,"community:vault_101,domain:engineering,domain:medicine,person:james,place:vault_101,race:human,region:capital_wasteland,role:engineer,role:medic,role:researcher"
james__cg02dad,"community:vault_101,domain:medicine,domain:survival,person:james,place:vault_101,race:human,region:capital_wasteland,role:medic,role:researcher,role:survivalist"
james__cg03dad,"community:vault_101,domain:engineering,domain:medicine,domain:technology,person:james,place:vault_101,race:human,region:capital_wasteland,role:engineer,role:medic,role:researcher"
james__mqdad,"community:vault_101,domain:medicine,domain:survival,person:james,place:vault_101,region:capital_wasteland,role:leader,role:medic,role:researcher,role:survivalist"
james_dog,"community:vault_101,domain:engineering,domain:medicine,domain:survival,person:james_dog,place:vault_101,race:dog,region:capital_wasteland,role:engineer,role:medic,role:scientist,role:survivalist"
james_hargrave,"community:rivet_city,person:james_hargrave,place:rivet_city,race:human,region:capital_wasteland"
janet_rockwell,"person:janet_rockwell,race:human"
janice_kaplinski,"community:rivet_city,domain:agriculture,person:janice_kaplinski,place:rivet_city,race:human,region:capital_wasteland"
janice_wilkins,"community:vault_101,person:janice_wilkins,place:vault_101,race:human,region:capital_wasteland,role:vault_dweller"
jason,"person:jason,race:human,role:researcher,role:scientist"
jenny_stahl,"community:megaton,person:jenny_stahl,place:megaton,race:human,region:capital_wasteland"
jenny_wilson,"person:jenny_wilson,race:human"
jericho,"community:megaton,domain:survival,person:jericho,place:megaton,race:human,region:capital_wasteland,role:raider,role:soldier,role:survivalist"
jessica,"domain:survival,person:jessica,race:human,region:capital_wasteland,role:survivalist"
jim_hunter,"person:jim_hunter,race:human,region:capital_wasteland,role:hunter,role:leader"
jim_wilkins,"community:vault_101,person:jim_wilkins,place:vault_101,race:human,region:capital_wasteland"
jimson,"community:point_lookout,person:jimson,place:point_lookout,race:human,region:capital_wasteland,role:tribal"
jitters,"domain:survival,person:jitters,region:capital_wasteland,role:survivalist"
joe_porter,"community:canterbury_commons,domain:trade,person:joe_porter,place:canterbury_commons,race:human,region:capital_wasteland,role:merchant"
john,"community:megaton,domain:survival,person:john,place:megaton,race:human,region:capital_wasteland,role:survivalist"
john-john,"community:the_pitt,person:john_john,place:the_pitt,race:human,region:capital_wasteland"
john_bear,"community:the_pitt,domain:survival,person:john_bear,place:the_pitt,race:human,region:capital_wasteland,role:raider,role:soldier,role:survivalist"
john_henry_eden,"domain:robotics,faction:enclave,person:john_henry_eden,region:capital_wasteland"
jonas_palmer__cg02jonas,"community:vault_101,domain:medicine,person:jonas_palmer,place:vault_101,region:capital_wasteland,role:medic"
jonas_palmer__cg03jonas,"community:vault_101,domain:medicine,person:jonas_palmer,place:vault_101,region:capital_wasteland,role:medic"
jonas_palmer__cg04jonas,"community:vault_101,domain:medicine,person:jonas_palmer,place:vault_101,race:human,region:capital_wasteland,role:medic"
joseph,"community:little_lamplight,domain:survival,person:joseph,place:little_lamplight,region:capital_wasteland,role:survivalist"
jotun,"community:paradise_falls,person:jotun,place:paradise_falls,race:human,region:capital_wasteland"
junders_plunkett,"community:canterbury_commons,domain:survival,person:junders_plunkett,place:canterbury_commons,race:human,region:capital_wasteland,role:raider,role:survivalist"
junior_smith,"domain:trade,person:junior_smith"
justin,"community:rivet_city,domain:survival,person:justin,place:rivet_city,race:human,region:capital_wasteland,role:survivalist"
kai,"community:the_pitt,person:kai,place:the_pitt,region:capital_wasteland"
karen_johnson,"person:karen_johnson,race:human"
karen_schenzy,"domain:survival,person:karen_schenzy,race:human,role:survivalist"
karl__thefamilykarl,"community:megaton,person:karl,place:megaton,race:human,region:capital_wasteland,role:merchant"
ken_ewers,"domain:survival,person:ken_ewers,race:human,role:survivalist"
kenny,"community:point_lookout,domain:firearms,person:kenny,place:point_lookout,race:human,region:capital_wasteland"
kidd,"community:underworld,domain:survival,person:kidd,place:underworld,race:ghoul,region:capital_wasteland,role:survivalist"
kimba,"community:big_town,domain:firearms,domain:survival,person:kimba,place:big_town,region:capital_wasteland,role:survivalist"
knick_knack,"community:little_lamplight,person:knick_knack,place:little_lamplight,region:capital_wasteland,role:merchant"
knight,"domain:energy_weapons,domain:firearms,faction:brotherhood_of_steel,person:knight,race:human,region:capital_wasteland,role:soldier"
knight_artemis,"faction:brotherhood_of_steel,person:knight_artemis,race:human,region:capital_wasteland"
knight_captain_colvin,"faction:brotherhood_of_steel,person:knight_captain_colvin,race:human"
knight_captain_durga,"faction:brotherhood_of_steel,person:knight_captain_durga,race:human"
knight_captain_dusk,"faction:brotherhood_of_steel,person:knight_captain_dusk,race:human"
knight_captain_gallows,"domain:survival,person:knight_captain_gallows,race:human,role:survivalist"
knight_dillon,"faction:brotherhood_of_steel,person:knight_dillon,race:human,region:capital_wasteland,role:soldier"
knight_finley,"faction:brotherhood_of_steel,person:knight_finley,race:human,region:capital_wasteland,role:soldier"
knight_sergeant_wilks,"faction:brotherhood_of_steel,person:knight_sergeant_wilks,race:human,region:capital_wasteland,role:leader"
knock_knock,"community:little_lamplight,person:knock_knock,place:little_lamplight,race:human,region:capital_wasteland"
krenshaw,"community:the_pitt,person:krenshaw,place:the_pitt,race:human,region:capital_wasteland"
lag-bolt,"domain:survival,person:lag_bolt,race:human,region:capital_wasteland,role:raider,role:survivalist"
lana_danvers,"community:rivet_city,domain:firearms,domain:politics,person:lana_danvers,place:rivet_city,race:human,region:capital_wasteland"
laszlo_radford,"domain:survival,person:laszlo_radford,race:human,region:capital_wasteland,role:hunter,role:survivalist"
leaf_mother_laurel,"person:leaf_mother_laurel,race:human,region:capital_wasteland,role:leader"
leo_stahl,"community:megaton,person:leo_stahl,place:megaton,race:human,region:capital_wasteland,role:caravaner"
leroy_walker,"community:paradise_falls,domain:survival,person:leroy_walker,place:paradise_falls,race:human,region:capital_wasteland,role:leader,role:survivalist"
lieutenant_morgan,"domain:military,person:lieutenant_morgan,role:military"
lieutenant_williams,"domain:firearms,domain:military,person:lieutenant_williams,race:human,role:military"
linda_smith,"person:linda_smith,race:human"
little_lamplighter,"community:little_lamplight,domain:survival,domain:trade,person:little_lamplighter,place:little_lamplight,race:human,region:capital_wasteland,role:merchant,role:survivalist"
little_toe,"domain:survival,person:little_toe,region:capital_wasteland,role:survivalist"
lucas_simms,"community:megaton,person:lucas_simms,place:megaton,race:human,region:capital_wasteland,role:leader"
lucky_harith,"community:canterbury_commons,domain:survival,person:lucky_harith,place:canterbury_commons,region:capital_wasteland,role:caravaner,role:merchant,role:survivalist"
lucy,"community:little_lamplight,domain:medicine,person:lucy,place:little_lamplight,race:human,region:capital_wasteland,role:doctor,role:medic"
lucy_west,"community:megaton,domain:survival,person:lucy_west,place:megaton,race:human,region:capital_wasteland,role:survivalist"
lug-nut,"person:lug_nut,race:human,region:capital_wasteland,role:raider"
lulu,"community:the_pitt,domain:survival,person:lulu,place:the_pitt,race:human,region:capital_wasteland,role:raider,role:survivalist"
lydia_montenegro,"community:tenpenny_tower,person:lydia_montenegro,place:tenpenny_tower,race:human,region:capital_wasteland"
mabel_henderson,"person:mabel_henderson,race:human"
machete,"community:canterbury_commons,domain:survival,person:machete,place:canterbury_commons,race:human,region:capital_wasteland,role:soldier,role:survivalist"
mad_johnny_wes,"domain:firearms,person:mad_johnny_wes,race:human"
madame,"person:madame,race:human"
madame_panada,"community:point_lookout,domain:survival,person:madame_panada,place:point_lookout,race:human,region:capital_wasteland,role:merchant,role:survivalist"
maggie,"community:megaton,person:maggie,place:megaton,race:human,region:capital_wasteland"
manny_koch,"community:canterbury_commons,person:manny_koch,place:canterbury_commons,race:human,region:capital_wasteland,role:leader"
manya_vargas,"community:megaton,domain:history,domain:survival,domain:trade,person:manya_vargas,place:megaton,race:human,region:capital_wasteland,role:caravaner,role:survivalist"
marcella,"community:point_lookout,domain:survival,person:marcella,place:point_lookout,race:human,region:capital_wasteland,role:hunter,role:survivalist"
marco__dlc01marco,"community:the_pitt,domain:engineering,person:marco,place:the_pitt,race:human,region:capital_wasteland,role:engineer"
margaret,"domain:engineering,person:margaret,region:capital_wasteland,role:engineer"
margaret_primrose,"community:tenpenny_tower,person:margaret_primrose,place:tenpenny_tower,race:human,region:capital_wasteland"
marguerite,"community:point_lookout,person:marguerite,place:point_lookout,region:capital_wasteland"
marie,"community:the_pitt,domain:biology,domain:medicine,person:marie,place:the_pitt,race:human,region:capital_wasteland,role:medic"
martha_simpson,"domain:technology,person:martha_simpson,race:human"
martha_wilson,"person:martha_wilson,race:human"
mary,"person:mary,race:human"
mary_holden,"community:vault_101,person:mary_holden,place:vault_101,race:human,region:capital_wasteland,role:vault_dweller"
masterbrain,"domain:robotics,domain:vault_tec,person:masterbrain,race:human"
matilda_west,"community:megaton,domain:survival,person:matilda_west,place:megaton,race:human,region:capital_wasteland,role:survivalist"
matthew_scott,"domain:military,person:matthew_scott,race:human,region:capital_wasteland,role:military,role:soldier"
mayor_maccready,"community:little_lamplight,domain:survival,person:mayor_maccready,place:little_lamplight,race:human,region:capital_wasteland,role:leader,role:survivalist"
meat,"community:underworld,person:meat,place:underworld,region:capital_wasteland,role:doctor"
megaton_refugee,"community:megaton,domain:survival,person:megaton_refugee,place:megaton,race:human,region:capital_wasteland,role:survivalist"
megaton_settler,"community:megaton,domain:trade,person:megaton_settler,place:megaton,race:human,region:capital_wasteland"
mei_wong,"community:rivet_city,domain:survival,person:mei_wong,place:rivet_city,race:human,region:capital_wasteland,role:survivalist"
mel,"person:mel,race:human,region:capital_wasteland"
mercenary__fo3_category_fallout_3_human_characters,"domain:firearms,domain:survival,person:mercenary,race:human,region:capital_wasteland,role:survivalist"
mercenary_anchorage_memorial,"domain:survival,person:mercenary_anchorage_memorial,race:human,region:capital_wasteland,role:survivalist"
mercenary_megaton,"community:megaton,person:mercenary_megaton,place:megaton,race:human,region:capital_wasteland,role:soldier"
mex,"community:the_pitt,person:mex,place:the_pitt,race:human,region:capital_wasteland,role:raider,role:soldier"
michael_hawthorne,"community:tenpenny_tower,person:michael_hawthorne,place:tenpenny_tower,race:human,region:capital_wasteland"
michael_masters,"community:tenpenny_tower,domain:biology,domain:engineering,domain:trade,person:michael_masters,place:tenpenny_tower,race:human,region:capital_wasteland,role:engineer,role:scientist"
micky,"community:megaton,domain:survival,person:micky,place:megaton,race:human,region:capital_wasteland,role:raider,role:survivalist"
midea,"community:the_pitt,domain:survival,person:midea,place:the_pitt,region:capital_wasteland,role:leader,role:survivalist"
millicent_wellington,"community:tenpenny_tower,person:millicent_wellington,place:tenpenny_tower,race:human,region:capital_wasteland"
milly,"community:the_pitt,domain:medicine,person:milly,place:the_pitt,region:capital_wasteland,role:medic"
milo__ms05nukacolafactoryforeman,"person:milo,race:robot"
miss_jeanette,"community:paradise_falls,domain:survival,person:miss_jeanette,place:paradise_falls,race:ghoul,region:capital_wasteland,role:survivalist"
mister_buckingham,"community:rivet_city,person:mister_buckingham,place:rivet_city,race:robot,region:capital_wasteland"
mister_burke,"community:megaton,person:mister_burke,place:megaton,race:human,region:capital_wasteland"
mister_crowley,"community:underworld,domain:military,domain:survival,person:mister_crowley,place:underworld,race:ghoul,region:capital_wasteland,role:military,role:survivalist"
mister_lopez,"community:rivet_city,domain:trade,person:mister_lopez,place:rivet_city,race:human,region:capital_wasteland"
moira_brown__moirabrown,"community:megaton,domain:survival,domain:trade,person:moira_brown,place:megaton,race:human,region:capital_wasteland,role:merchant,role:survivalist"
moira_brown__moirabrown_731,"community:megaton,domain:engineering,domain:survival,domain:trade,person:moira_brown,place:megaton,race:human,region:capital_wasteland,role:engineer,role:merchant,role:survivalist"
mona,"community:the_pitt,domain:survival,person:mona,place:the_pitt,race:human,region:capital_wasteland,role:raider,role:survivalist"
mother_curie_iii,"community:megaton,person:mother_curie_iii,place:megaton,race:human,region:capital_wasteland,role:leader"
mother_maya,"community:megaton,person:mother_maya,place:megaton,race:human,region:capital_wasteland,role:leader"
mr_brotch__cg03mrbrotch,"community:vault_101,domain:survival,person:mr_brotch,place:vault_101,race:human,region:capital_wasteland,role:survivalist"
mr_brotch__mrbrotch,"community:vault_101,domain:survival,person:mr_brotch,place:vault_101,region:capital_wasteland,role:survivalist"
muffy,"person:muffy,race:dog,region:capital_wasteland"
murphy,"domain:chemistry,domain:trade,person:murphy,race:ghoul,region:capital_wasteland,role:merchant"
nadine,"community:point_lookout,domain:survival,person:nadine,place:point_lookout,race:human,region:capital_wasteland,role:survivalist,role:tribal"
nathan_vargas,"community:megaton,domain:survival,person:nathan_vargas,place:megaton,race:human,region:capital_wasteland,role:caravaner,role:merchant,role:survivalist"
nola,"community:the_pitt,domain:medicine,person:nola,place:the_pitt,region:capital_wasteland,role:medic"
northern_shack_raider,"domain:survival,person:northern_shack_raider,race:human,role:raider,role:survivalist"
northern_shack_raider+s_partner,"domain:survival,person:northern_shack_raider_s_partner,race:human,role:raider,role:survivalist"
northup,"faction:brotherhood_of_steel,person:northup,race:human,region:capital_wasteland,role:leader"
nova,"community:megaton,person:nova,place:megaton,race:human,region:capital_wasteland"
novice,"person:novice,race:ghoul"
nurse_graves,"community:underworld,domain:medicine,person:nurse_graves,place:underworld,race:ghoul,region:capital_wasteland,role:medic"
o-dog,"community:the_pitt,domain:survival,person:o_dog,place:the_pitt,race:human,region:capital_wasteland,role:raider,role:survivalist"
obadiah_blackhall,"community:point_lookout,domain:history,person:obadiah_blackhall,place:point_lookout,race:human,region:capital_wasteland"
officer_armstrong,"community:vault_101,domain:firearms,person:officer_armstrong,place:vault_101,race:human,region:capital_wasteland"
officer_davis,"community:rivet_city,domain:firearms,person:officer_davis,place:rivet_city,region:capital_wasteland,role:caravaner"
officer_gomez__cg02vault101security04,"community:vault_101,domain:firearms,person:officer_gomez,place:vault_101,race:human,region:capital_wasteland"
officer_gomez__cg04vault101security04,"community:vault_101,domain:firearms,person:officer_gomez,place:vault_101,race:human,region:capital_wasteland"
officer_gomez__vault101security04,"community:vault_101,domain:firearms,person:officer_gomez,place:vault_101,race:human,region:capital_wasteland"
officer_kendall__cg02vault101security02,"community:vault_101,person:officer_kendall,place:vault_101,race:human,region:capital_wasteland"
officer_kendall__cg04vault101security02,"community:vault_101,person:officer_kendall,place:vault_101,race:human,region:capital_wasteland"
officer_kendall__vault101security02,"community:vault_101,domain:firearms,person:officer_kendall,place:vault_101,race:human,region:capital_wasteland"
officer_lepelletier,"community:rivet_city,person:officer_lepelletier,place:rivet_city,race:human,region:capital_wasteland,role:caravaner"
officer_lorin,"community:rivet_city,person:officer_lorin,place:rivet_city,race:human,region:capital_wasteland,role:caravaner,role:soldier"
officer_mack__cg04vault101security03,"community:vault_101,person:officer_mack,place:vault_101,race:human,region:capital_wasteland"
officer_mack__vault101security03,"community:vault_101,domain:survival,person:officer_mack,place:vault_101,race:human,region:capital_wasteland,role:leader,role:survivalist"
officer_o+brian,"community:vault_101,domain:firearms,person:officer_o_brian,place:vault_101,race:human,region:capital_wasteland"
officer_park,"community:vault_101,domain:firearms,person:officer_park,place:vault_101,race:human,region:capital_wasteland,role:soldier"
officer_richards__cg04vault101security05,"community:vault_101,domain:firearms,person:officer_richards,place:vault_101,race:human,region:capital_wasteland,role:soldier"
officer_richards__vault101security05,"community:vault_101,domain:firearms,person:officer_richards,place:vault_101,race:human,region:capital_wasteland"
officer_taylor,"community:vault_101,domain:survival,person:officer_taylor,place:vault_101,race:human,region:capital_wasteland,role:soldier,role:survivalist"
officer_wilkins,"community:vault_101,person:officer_wilkins,place:vault_101,race:human,region:capital_wasteland"
officer_wolfe,"community:vault_101,person:officer_wolfe,place:vault_101,race:human,region:capital_wasteland"
old_lady_dithers,person:old_lady_dithers
old_lady_palmer__cg02oldladypalmer,"community:vault_101,person:old_lady_palmer,place:vault_101,region:capital_wasteland"
old_lady_palmer__oldladypalmer,"community:vault_101,domain:history,person:old_lady_palmer,place:vault_101,race:human,region:capital_wasteland"
old_man_harris,"domain:history,domain:survival,person:old_man_harris,race:human,role:soldier,role:survivalist"
operations_officer_edwards,"faction:brotherhood_of_steel,person:operations_officer_edwards,race:human"
overseer_mack,"community:vault_101,domain:survival,person:overseer_mack,place:vault_101,race:human,region:capital_wasteland,role:leader,role:survivalist"
paladin__fo3_category_fallout_3_human_characters,"domain:energy_weapons,domain:medicine,faction:brotherhood_of_steel,person:paladin,race:human,region:capital_wasteland,role:leader,role:medic,role:soldier"
paladin_bael,"faction:brotherhood_of_steel,person:paladin_bael,race:human,role:soldier"
paladin_glade,"person:paladin_glade,race:human"
paladin_gunny,"domain:military,faction:brotherhood_of_steel,person:paladin_gunny,race:human,region:capital_wasteland,role:military"
paladin_hoss,"faction:brotherhood_of_steel,person:paladin_hoss,race:human,region:capital_wasteland,role:leader"
paladin_jensen,"faction:brotherhood_of_steel,person:paladin_jensen,race:human"
paladin_kodiak,"community:the_pitt,domain:survival,faction:brotherhood_of_steel,person:paladin_kodiak,place:the_pitt,region:capital_wasteland,role:survivalist"
paladin_tristan,"domain:military,faction:brotherhood_of_steel,person:paladin_tristan,race:human,region:capital_wasteland,role:military"
paladin_vargas,"domain:firearms,faction:brotherhood_of_steel,person:paladin_vargas,race:human,role:leader"
pappy,"community:big_town,domain:survival,person:pappy,place:big_town,race:human,region:capital_wasteland,role:survivalist"
pat_neusbaum,"person:pat_neusbaum,race:human"
patchwork,"community:underworld,person:patchwork,place:underworld,race:ghoul,region:capital_wasteland"
patient,"community:megaton,domain:trade,person:patient,place:megaton,region:capital_wasteland"
paul_hannon_jr__cg02paulhannon,"community:vault_101,domain:engineering,faction:tunnel_snakes,person:paul_hannon_jr,place:vault_101,region:capital_wasteland,role:engineer"
paul_hannon_jr__cg03paulhannon,"community:vault_101,domain:engineering,domain:survival,faction:tunnel_snakes,person:paul_hannon_jr,place:vault_101,region:capital_wasteland,role:engineer,role:survivalist"
paulie_cantelli,"community:rivet_city,person:paulie_cantelli,place:rivet_city,race:human,region:capital_wasteland"
paulson,"community:mothership_zeta,domain:firearms,domain:survival,person:paulson,place:mothership_zeta,race:human,region:capital_wasteland,role:survivalist"
penny,"community:little_lamplight,domain:survival,person:penny,place:little_lamplight,region:capital_wasteland,role:survivalist"
pepper_gomez,"community:vault_101,person:pepper_gomez,place:vault_101,race:human,region:capital_wasteland"
phantom,"community:the_pitt,domain:medicine,person:phantom,place:the_pitt,race:human,region:capital_wasteland,role:caravaner,role:medic,role:raider"
pinkerton,"community:rivet_city,domain:engineering,person:pinkerton,place:rivet_city,race:human,region:capital_wasteland,role:engineer,role:leader,role:scientist"
pitt_slave_lead_conspirator,"community:the_pitt,person:pitt_slave_lead_conspirator,place:the_pitt,region:capital_wasteland"
plik,"community:point_lookout,domain:biology,person:plik,place:point_lookout,race:ghoul,region:capital_wasteland"
potomac_fisherman,"domain:survival,person:potomac_fisherman,race:human,region:capital_wasteland,role:survivalist"
preacher+s_hostage,"domain:survival,person:preacher_s_hostage,race:human,region:capital_wasteland,role:survivalist"
prime,"domain:survival,person:prime,race:human,role:survivalist"
princess,"community:little_lamplight,person:princess,place:little_lamplight,region:capital_wasteland,role:soldier"
private_beckett,"community:mothership_zeta,domain:medicine,person:private_beckett,place:mothership_zeta,race:human,region:capital_wasteland,role:medic"
private_jones,"community:rivet_city,domain:military,person:private_jones,place:rivet_city,race:robot,region:capital_wasteland,role:military,role:soldier"
private_mears,"community:mothership_zeta,domain:medicine,domain:military,domain:xenotechnology,person:private_mears,place:mothership_zeta,race:human,region:capital_wasteland,role:medic,role:military"
professor_calvert,"community:point_lookout,domain:robotics,person:professor_calvert,place:point_lookout,race:human,region:capital_wasteland,role:scientist"
pronto,"community:paradise_falls,domain:trade,person:pronto,place:paradise_falls,race:human,region:capital_wasteland"
prosper,"community:the_pitt,domain:trade,person:prosper,place:the_pitt,race:human,region:capital_wasteland"
protector_casdin,"community:the_pitt,domain:firearms,domain:military,domain:technology,faction:brotherhood_outcasts,person:protector_casdin,place:the_pitt,race:human,region:capital_wasteland,role:leader,role:military"
protector_mcgraw,"domain:military,domain:technology,faction:brotherhood_outcasts,person:protector_mcgraw,race:human,role:military"
