topic,topic_desc,knowledge_class,topic_desc_basic,knowledge_class_basic,tags,category
nova,,,"Nova is a resident of Megaton who works as a prostitute at Moriarty's Saloon, where she spends most of her time socializing with Gob, Colin Moriarty, Jericho, and other patrons. She has lived in Megaton for five years but has grown disillusioned, largely because Moriarty confiscates her earnings and locks them up for himself. Nova also has a Jet habit that displeases Moriarty, and she keeps out of other people's business to survive, never publicly acting against his interests. She refuses to serve ghouls despite her otherwise low standards, and she appears interested in Jericho but declines his advances because Moriarty disapproves of her dating non-customers.",,,person
"old_man_harris,Harris",,,"Old Man Harris is an elderly resident of Andale who lives alone in a small shack on the edge of town. Since the death of his wife Gladys, he rarely leaves his home and relies on other residents to bring him meals. He had one daughter, Linda, who married Jack Smith, and he is also referred to as father by Martha Wilson. Harris is deeply disturbed by the true nature of Andale's inhabitants and warns visitors that the town's friendly appearance is a trick, urging them to leave immediately.",,,person
"paladin_kodiak,Kodiak,Greg Bear",,,"Paladin Kodiak, born Greg Bear, is a member of the Lyons' Pride and the last living survivor of the children brought from the Pitt to the Citadel by Elder Lyons during the Scourge. He grew up in the Pitt alongside his two older brothers, John and Grudd, never knowing his parents, but his brothers were left behind during the Scourge for being considered too savage. Kodiak became the largest and strongest member of the Lyons' Pride, excelling in close quarters combat with a Super Sledge and considering himself a jack of all trades skilled in recon, demolition, and tactical assault. He holds deep reverence for Elder Lyons, viewing him as a father figure, and can typically be found around the great hall in the A ring area of the Citadel.",,,person
pinkerton,,,"Dr. Horace Pinkerton, often known simply as Pinkerton, is a reclusive scientist and surgeon living in the broken bow of Rivet City. He helped found Rivet City decades ago after clearing Mirelurks from an abandoned aircraft carrier and establishing a science lab, later forming the settlement's first council. After Doctor Li arrived and drew his science team toward Project Purity, Pinkerton was forced off the council and retreated into self-imposed exile in the ship's broken bow, where most Rivet City residents now consider him a legend.",,,person
pronto,,,"Pronto is the sole proprietor of Lock and Load, a weapons shop located in Paradise Falls. He took over the business after the previous owner died and is rumored to be the son of an old slaver, though the slavers give him little respect. Most of his stock comes from slavers who loot weapons from guards, wastelanders, and captured slaves, though they keep the better weapons for themselves, leaving Pronto with a poor selection. He supplements his inventory by disassembling and reassembling weapons himself and occasionally designing his own.",,,person
"protector_casdin,Protector Henry Casdin,Henry Casdin,Casdin",,,"Protector Henry Casdin is the leader of the Brotherhood of Steel Outcasts, a faction that broke away from Elder Lyons' chapter in the Capital Wasteland. Casdin was once one of Lyons' most accomplished soldiers and fought alongside him during the Scourge of the Pitt, but he and others came to view Lyons' focus on fighting super mutants and protecting local communities as a betrayal of the Brotherhood's core mission of technology retrieval. The dissenters rallied behind Casdin, abandoned the Citadel, and took a large portion of weapons and equipment with them, significantly weakening Lyons' chapter. They seized Fort Independence, a pre-War military base, drove out the raiders there, and established it as their headquarters.",,,person
reilly,,,"Reilly is the leader of Reilly's Rangers, a small mercenary band dedicated to mapping the Capital Wasteland. Raised in Washington, D.C. by a military man who taught her self-sufficiency, she carried her adoptive father to Arlington National Cemetery for a proper burial after his death. At age 26 she founded the Rangers and has worked with her team for years, trusting each member with her life.",,,person
ronald_laren,,,"Ronald Laren is one of only two inhabitants of Girdershade, having settled there after his wife's death. He stays because of Sierra Petrovita, whom he considers his woman and hopes to sleep with. To win her favor, he gifted her a Vending Machine and ordered a special outfit from Grady over a year ago. He is a skilled fighter, having killed two Raiders at Girdershade and punched Lug-Nut.",,,person
scribe_jameson,,,"Scribe Elizabeth Jameson serves as the Proctor for the Order of the Quill and the Keeper of the Scrolls for the East Coast Brotherhood of Steel, operating out of the Citadel. She is charged with protecting and maintaining technical manuals and the records of deeds for all members of the East Coast chapter. Due to the chapter's lack of communication equipment and manpower, many deaths in the field go unreported, leaving her unable to properly record the fates of missing patrols and fallen brethren in the scrolls. As a scribe, she studies, compiles, and utilizes the knowledge the Brotherhood discovers, and is a student of their history.",,,person
scribe_rothchild,,,"Scribe Rothchild oversees the scribes of the Brotherhood of Steel in the Capital Wasteland and is a leading scientific mind in fields such as robotics and cybernetics. He joined Owyn Lyons' expedition to Washington, D.C. in 2255 and was tasked with bringing the massive Liberty Prime weapon online. Though personally loyal to Elder Lyons, Rothchild openly criticized the elder's insubordination against the western elders, which led to the Outcasts' departure in 2276 and the chapter being cut off from reinforcements. He collaborated with outside scientists including James of Project Purity and later Madison Li, whose expertise helped provide enough power for Liberty Prime's systems.",,,person
"seagrave_holmes,Holmes",,,"Seagrave Holmes is a merchant operating a junk shop in Rivet City. He formerly sold captured Wastelanders to his friend Eulogy Jones of Paradise Falls, but has since abandoned that business and ignores Jones's attempts to lure him back. Holmes suffers from a chronic respiratory disease called Red-Lung, caused by his repair work below the carrier's decks. He is romantically interested in Vera Weatherly, who manages the Weatherly Hotel, but she considers him only a friend and wishes to keep their relationship platonic.",,,person
"sarah_lyons,Sentinel Lyons,Sentinel Sarah Lyons",,,"Sentinel Sarah Lyons is the commander of the Lyons' Pride, an elite Brotherhood of Steel squad operating in the ruins of Washington, D.C. Born at the Brotherhood's West Coast headquarters, she accompanied her father Elder Owyn Lyons on his expedition east after her mother's death. She is widely regarded as one of the Brotherhood's finest warriors and personally selects who joins her squad. At the Citadel, she serves as a mentor and role model for young Squire Arthur Maxson, who has learned combat skills from her and holds her in high regard.",,,person
"sergeant_rl_3,RL-3",,,"Sergeant RL-3 is a customized Mister Gutsy model created by General Atomics for mobile attacks before the Great War. A wandering trader named Tinker Joe scavenged the robot from parts and now offers it for sale while traveling between the RobCo Facility and Tenpenny Tower. RL-3 possesses a simulated personality unit, but due to programming issues it is picky about the company it keeps, refusing to travel with anyone it considers too extreme. This stubborn selectivity has made it difficult for Tinker Joe to sell the robot.",,,person
"squire_maxson,Arthur Maxson,Maxson",,,"Arthur Maxson, commonly called Squire Maxson, is the last known descendant of Roger Maxson, the founder of the Brotherhood of Steel. Born in 2267 to Lady Jessica Maxson and the paladin Jonathan, he was sent east as an infant to be raised by Elder Owyn Lyons at the Citadel. A studious boy, he learned Brotherhood history and combat from Sentinel Sarah Lyons, though he was barred from patrols after accidentally shooting her. He dreams of befriending Liberty Prime and sneaks into Paladin Vargas's room to read Guns and Bullets.",,,person
"star_paladin_cross,Cross",,,"Star Paladin Cross is the Seneschal of Elder Lyons and the highest ranking soldier in the Brotherhood of Steel's East Coast chapter, answering only to Elder Lyons himself. She also holds the title of Keeper of the ARM. During a field mission protecting Elder Lyons, Cross was critically injured and saved through cybernetic augmentation performed by Scribe Rothchild, leaving her with no need for food or sleep. She was responsible for defending Project Purity against Super Mutant attacks during its early stages, and she later escorted James and his newborn child to Megaton after the death of Catherine.",,,person
"sticky,Sticky Hands,Jack",,,"Sticky, also known as ""Sticky Hands"" and sometimes calling himself ""Jack,"" is a resident of Little Lamplight who recently turned sixteen. By the settlement's custom, children who come of age must leave the relative safety of Little Lamplight and relocate to Big Town. Sticky is unhappy about being forced out and frequently complains about the rules while trying to bend them in his favor. On the bright side, his girlfriend Red already lives in Big Town, giving him at least one reason to look forward to the move.",,,person
"synth,androids",,,"Synths, also called androids, are bio-synthetic beings manufactured by the Institute in the Commonwealth. They range in appearance from clearly robotic to virtually indistinguishable from a human, and are used by the Institute for maintenance, labor, combat, requisitions, and experimentation. Each Synth is issued a designation number for identification, such as A3-21 or S3-47. By 2277, Synths had appeared in the Capital Wasteland, where at least one advanced model was known to be hiding among the population.",,,person
"the_antagonizer,Tanya Christoff",,,"The AntAgonizer, born Tanya Christoff, is a self-proclaimed supervillain in Canterbury Commons who commands giant ants and battles the Mechanist. Inspired by a Grognak comic, she believes humanity is doomed due to past mistreatment and prefers the company of ants. Her rivalry with the Mechanist began when she destroyed his female robot, and she offers rewards for his defeat.",,,person
three_dog,,,"Three Dog is the host of Galaxy News Radio, broadcasting from the GNR Building Plaza in the Capital Wasteland with the protection of the Brotherhood of Steel. Born to parents in a traveling theatre group, he was raised on rock music and the ideals of free speech, learning to distinguish propaganda from truth. He fights what he calls the Good Fight, using his broadcasts to report the harsh realities of the wasteland and to counteract the propaganda of the Enclave and their radio station. His engineer assistant Margaret helps keep the station operational, and together they warn wasteland residents of threats from slavers, raiders, and super mutants.",,,person
tree_father_birch,,,"Tree Father Birch is the leader of the Treeminders, a group residing in the secluded settlement of Oasis. He founded the Treeminders to protect the being they revere as the One Who Grows, the One Who Gives, and the One Who Guides, whose name is never spoken out of reverence. Leaf Mother Laurel joined him a year after the group's founding, followed by Bloomseer Poplar, whom Birch initially distrusted but accepted at Laurel's urging. Together the three developed the Ceremony of Purification.",,,person
wally_mack,,,"Wally Mack is a resident of Vault 101 and a member of the Tunnel Snakes, a small gang of youths who harass other students in the vault. He is the son of Allen and Gloria Mack and the brother of Susie and Stevie Mack. His friends and fellow gang members include Butch DeLoria and Paul Hannon Jr. Though Butch presumes to lead the Tunnel Snakes, Wally might disagree if challenged on the matter.",,,person
wernher,,,"Wernher is an escaped slave and former right-hand man of Ishmael Ashur in The Pitt. He is organizing a slave revolt against Ashur in collaboration with Midea. To enact his plan, he requires the assistance of an outsider to infiltrate the Pitt raiders without being recognized. He broadcasted a radio distress call to alert anyone who would listen to his situation.",,,person
"aaron_kimball,Hero of the Mojave",,,"Aaron Kimball is the president of the New California Republic, often called the Hero of the Mojave for his 2270 military campaign against tribals threatening NCR citizens. After retiring from the military in 2273, he entered politics with Ambassador Dennis Crocker's help, winning a council seat and soon replacing Wendell Peterson as president. His first act was ordering the occupation of Hoover Dam, whose water and electricity boosted his popularity. He overturned President Tandi's limits on animal and acreage ownership, benefiting groups like the Stockmen's Association.",,,person
"ambassador_crocker,Ambassador Dennis Crocker,Dennis Crocker",,,"Dennis Crocker is the New California Republic's ambassador to New Vegas, formally titled ""Ambassador Extraordinary and Plenipotentiary"" of the Department of State. He began his political career as a mayor twenty years ago and rose through the ranks, eventually heading President Kimball's successful campaign for NCR council. Crocker is the third person to hold the ambassadorship, following Susanna Edith and Phillip Granger, and is in his seventh year in the role. He focuses on day-to-day paperwork and helping NCR police keep troops in line on the Strip, accepting the limits of his position rather than pursuing annexation of the Mojave.",,,person
antony,,,"Antony, sometimes spelled Anthony, serves as the Master of the Hounds for Caesar's Legion at the Fort. He was born among the Hangdogs, a tribe on the outskirts of Denver, Colorado, where he spent his life training dogs and revering them as the tribe's spirit animals. When Caesar's Legion arrived, the Hangdogs resisted longer than most tribes until Legate Lanius broke them by burning their dogs, after which the tribe was conscripted as houndmasters. Antony now breeds dogs for the Legion, including Lupa, the fiercest hound in their ranks.",,,person
benny,,,"Benny is the head of the Chairmen, a tribe that operates The Tops casino on the New Vegas Strip. Originally a member of the Mojave Boot-Riders, he killed the tribe's chief, Bingo, in a knife fight to take leadership and accept Mr. House's offer to transform the tribe into a casino-running family. Benny's long-term ambition is to seize control of New Vegas for himself.",,,person
"caesar,Edward Sallow",,,"Caesar, born Edward Sallow in 2226, is the ruler and co-founder of Caesar's Legion. Raised by the Followers of the Apocalypse in the Boneyard, he became an anthropologist and linguist before being sent east to study the tribes of the Grand Canyon. After being captured by the Blackfoot tribe, he taught them Roman-style warfare from old books, leading them to conquer and assimilate neighboring tribes. He erased tribal identities, crowned himself Caesar, and formed the Legion, modeling it after Imperial Rome.",,,person
"capt_ronald_curtis,Picus,Ronald Curtis",,,"Captain Ronald Curtis, known to Caesar's Legion by the codename Picus, is a frumentarius who spent years infiltrating the New California Republic Army and rose to the rank of captain in just over three years. He commands Bravo Company at Camp McCarran, where General Lee Oliver placed his unit to bolster the base's defenses, and he assists Colonel James Hsu with logistics. Using his trusted position, Picus discreetly feeds the Legion intelligence on NCR patrols and plans while working toward a major sabotage operation targeting the McCarran-Vegas monorail. He maintains an informant named Martina Groesbeck on the New Vegas Strip and is monitored closely by Vulpes Inculta, the leader of the Legion's frumentarii.",,,person
"cass,Whiskey Rose,Rose of Sharon Cassidy,Cassidy",,,"Rose of Sharon Cassidy, commonly known as Cass or Whiskey Rose, is the owner of Cassidy Caravans, a merchant company operating in the Mojave Wasteland. She was raised by her mother, a former tribal from east of the Colorado River, after her father left to wander the wastes when she was still young, leaving her only a name and a pendant. Cass inherited her father's heart problems along with his name, and has spent years running caravans across the harsh desert roads. She is known for her hard-drinking lifestyle and outspoken opinions on both the NCR's bureaucratic inefficiency and Caesar's Legion's brutal treatment of women, though she concedes that Legion supply lines are remarkably safe compared to those of the NCR.",,,person
"chief_hanlon,Hanlon",,,"Chief Hanlon is the grizzled leader of the NCR Rangers, stationed at Camp Golf in the Mojave Wasteland. A veteran of over 40 years, he coordinated Ranger operations and became a war hero after his strategy at the First Battle of Hoover Dam broke the Legion's offensive by luring their forces into Boulder City and blowing it up. Despite his legendary reputation for misdirection and ambushes, Hanlon grew disillusioned with the NCR's expansionist ambitions, believing that holding the Dam and New Vegas would eventually destroy the Republic. He secretly sabotaged the war effort by falsifying intelligence reports from Ranger stations across the Mojave, hoping to convince NCR leadership to abandon the frontier.",,,person
chris_haversam,,,"Chris Haversam is an engineer living at the REPCONN Test Site who believes himself to be a ghoul. He grew up in Vault 34, where he was assigned as the vault reactor engineer due to his technical aptitude and his preference for machines over weapons. He became convinced that radiation from the vault reactor was turning him into a ghoul, and when his hair began falling out for natural reasons, he left the vault. Shortly after his departure, the vault's reactor became unstable and actually irradiated most of the residents, turning them into ghouls.",,,person
"christine,Christine Royce,Royce",,,"Christine Royce is a former scribe of the Brotherhood of Steel and a knight of The Circle who was tasked with hunting down the rogue elder Father Elijah. While tracking him to the Big MT, she was captured and lobotomized, leaving her with deep facial scars and an impaired ability to read and write. After being rescued by a fellow traveler named Ulysses, she followed Elijah's trail to the Sierra Madre, where she was fitted with a slave collar and trapped inside an Auto-Doc by Dean Domino. During her imprisonment, Domino surgically removed her vocal cords in an attempt to replicate the voice of Vera Keyes for his vault heist.",,,person
"colonel_hsu,Col. James Hsu,Colonel James Hsu,James Hsu,Hsu",,,"Colonel James Hsu is the commanding officer of the New California Republic Army garrison at Camp McCarran and oversees most NCR military operations in the Mojave Wasteland. A level-headed and competent officer, he is known for favoring diplomacy over force of arms, caring deeply for the soldiers under his command, and being sympathetic to local populations, including his management of water and power distribution in Freeside. His modesty and competence have made him well-liked by his troops, though this has drawn the ire of General Lee Oliver, who views him as a potential rival. Hsu previously served alongside Nathan, the future warden of the NCR Correctional Facility, for seven years and still owed him a favor from an incident in Modoc.",,,person
"corporal_betsy,Betsy",,,"Corporal Betsy is a sniper serving in Alpha Team of the New California Republic Army's First Recon, stationed at Camp McCarran under Lieutenant Gorobets. She works in a sniper pair with 10 of Spades, having volunteered to partner with him when no one else would due to his lack of experience, and she allows him to wear eyeglasses she calls his training shades to cover for his poor eyesight. Betsy struggles with anger and behavioral issues stemming from trauma after being sexually assaulted by the Fiend leader Cook-Cook, an incident that left her partner knocked unconscious and blaming himself. Her commanding officer recognizes her behavior is inappropriate but would prefer she seek treatment rather than face punishment, though Betsy is initially reluctant to acknowledge the experience has affected her or that seeing a doctor would help.",,,person
"corporal_sterling,Sterling",,,"Corporal Sterling is a member of NCR First Recon's Alpha Team stationed at Camp McCarran and is one of the outfit's oldest members. Formerly an NCR Ranger, he was among the first to scout the Mojave Wasteland in 2273, walking vast stretches of territory between Shady Sands and the Colorado River and learning about local tribes to pave the way for the Mojave Campaign. His Ranger career ended after Legionaries captured him near Malpais and smashed the bones in his hands and feet, though he escaped by crawling to a cliff and tumbling into the Colorado, where fellow Rangers rescued him from drowning. Although the lasting damage prevented him from handling a sidearm or conducting long-range patrols, Sterling's persistence and marksmanship earned him a place in the Army, and Lieutenant Gorobets transferred him to First Recon.",,,person
cpl_william_farber,,,"Corporal William Farber serves as a mess officer for the NCR Army at Camp McCarran, where he is responsible for cooking, preparing, and serving meals to the troopers stationed there. His ability to produce quality food is hampered by a lack of meat and spices, leaving him limited to vegetables such as corn, beans, and onions, which affects both morale and digestion among the soldiers. The base's food processor is also in need of repair and replacement parts, further complicating his duties. Farber was once tricked by an NCR health inspector, from whom he bribed 50 caps, and the researcher Keely in Vault 22 suspects that a sample derived from the vault's spore plants might be of interest to him.",,,person
craig_boone,,,"Craig Boone is a retired New California Republic First Recon sharpshooter who currently works as the night-shift town guard in Novac. During his military service, he fought in the First Battle of Hoover Dam and participated in the Bitter Springs Massacre, where he was ordered to fire on fleeing non-combatants. After leaving the army, he settled in Novac with his wife Carla and his former spotter Manny Vargas. Following Carla's kidnapping by Caesar's Legion, Boone tracked her to a Legion outpost and chose to mercy kill her rather than let her be enslaved, leaving him embittered and determined to find whoever was responsible for her abduction.",,,person
daniel,,,"Daniel is a New Canaanite missionary operating among the Sorrows tribe in Zion Canyon. Originally dispatched by Bishop Mordecai to spread the word of God, Daniel's mission shifted after he witnessed the destruction of New Canaan and the death of his bishop. He now dedicates himself to protecting the Sorrows from the White Legs, a hostile tribe responsible for attacking New Canaan, and fears that war would corrupt their innocent nature. Daniel's teachings blended New Canaanite theology with the Sorrows' existing spiritual beliefs, causing their Father in the Cave and the New Canaanite God to become one and the same.",,,person
dean_domino,,,"Dean Domino, also known as the King of Swing, was a famous pre-War lounge singer who performed across the United States and Europe, including the Las Vegas Strip. He was invited to perform at the Sierra Madre casino, where he became consumed with jealousy toward the casino's founder, Frederick Sinclair, and plotted to break into the vault using his former lover Vera Keyes. When the bombs dropped, the Gala Event became a massacre and Dean was trapped in the Sierra Madre, undergoing ghoulification over the next two hundred years while obsessively mapping the casino's security system and plotting his grand heist. He was eventually captured by Dog, fitted with an explosive collar, and forced to work for Father Elijah.",,,person
deputy_beagle,,,"Deputy Beagle is the deputy of Primm, deputized by Sheriff McBain roughly two and a half months before the convict attack on the town, largely on account of being the sheriff's wife's brother. He is widely regarded by Primm's inhabitants as lacking in common sense, intelligence, and general usefulness, a reputation he attempts to offset with a gentlemanly demeanor and sophisticated vocabulary that he frequently mispronounces. Beagle is also known as a lazy coward who avoids proactive law enforcement and leaves tasks half-finished, having earned his position through family ties rather than merit. During the convict takeover of Primm, Beagle was taken hostage after witnessing the murder of Sheriff McBain and his own sister, and was tortured into revealing what little he knew about the town before being held for a ransom that no one in Primm could afford to pay.",,,person
doc_mitchell,,,"Doc Mitchell is a surgeon and doctor living in Goodsprings. He grew up in Vault 21 beneath the New Vegas Strip, where younger residents gave him the nickname mole-butt. When Mr. House opened and filled Vault 21 with concrete during the Strip renovations beginning in 2274, Mitchell was forced into homelessness and worked as a traveling doctor, finding his medical expertise rare and valuable in the wasteland.",,,person
doctor_henry,,,"Doctor Henry is a physician and former Enclave scientist who eventually settled in Jacobstown within the Mojave Wasteland alongside other Enclave Remnants. During his time with the Enclave, he specialized in human and canine neuroscience and worked on canine cyber-genetics, though he left the organization after disagreeing with their initiative to simply kill super mutants instead of curing them. After departing before the destruction of the Enclave oil rig, he spent time in the New California Republic and traveling with caravans before relocating to Jacobstown. There, he established a lab in the lodge to research the effects of prolonged Stealth Boy Mark II Prototype usage by Nightkin, aiming to cure their schizophrenia.",,,person
doctor_klein,,,"Doctor Klein is a pre-War scientist and the Chief Head Researcher of Logistical Operations and Idea-ology at Big MT. After the Great War, he became a Think Tank, a disembodied brain housed in a robotic chassis, to continue his work alongside his colleagues. He serves as the leader of the Think Tank, acting with a stuffy, authoritative demeanor reminiscent of a college dean, and often refuses to confer with his peers on decisions. Despite his general hostility toward Doctor Mobius, he retains some willingness to consider him a partner under certain circumstances.",,,person
doctor_mobius,,,Doctor Mobius is a Think Tank operating in the Big MT and the leader of the Robo-Scorpion army. He is the nemesis of Dr. Klein and the team to which he belonged. Mobius was part of the Big MT Think Tank before the Great War and became a think tank after the War to continue his work.,,,person
dog_and_god,,,"Dog and God are two distinct identities sharing the body of a single Nightkin, a product of trauma-induced dissociative identity disorder. Dog, the childlike and perpetually hungry persona, served in the Master's army as a stealth trooper before following the Sierra Madre Broadcast to the Sierra Madre casino, where Father Elijah became his new master. God, the intelligent and controlling persona, acts as Dog's conscience, attempting to restrain his destructive instincts. The two identities take turns controlling their shared body, with the dormant one confined to a mental cage where they can hear but not witness outside events.",,,person
"ed_e,Eddie,E-D-E,Eyebot Duraframe Subject E",,,"ED-E (Eyebot Duraframe Subject E, pronounced ""Eddie"" or ""E-D-E"") is a prototype duraframe eyebot manufactured by the Enclave for combat use, featuring enhancements over standard eyebots including additional sensor dishes, armor plating for side-mounted vacuum tubes, and a miniaturized Tesla cannon. When the Enclave halted duraframe production to focus on Hellfire armor and destroyed all remaining units, ED-E became the last surviving model. Dr. Whitley, the head researcher of the duraframe project, uploaded Poseidon Energy data and his research into ED-E's logs and dispatched it toward Navarro, but it stopped at an Enclave outpost in Chicago for repairs before crossing the Mojave Wasteland, where a raider sniper shot and damaged it.",,,person
"easy_pete,Pete",,,"Easy Pete is a former prospector living in Goodsprings who earned his nickname by ""taking it easy"" and helping tend to the town's brahmin and bighorners. Before settling down, he scoured old buildings for tech, weapons, chems, and spare parts, and once found a promising claim near the Colorado River before raiders chased him off. He is experienced with dynamite, which he keeps buried for safekeeping, and refuses to share it with anyone who doesn't know explosives. Pete is knowledgeable about the broader regional conflict, describing Caesar's Legion as slavers led by Caesar and noting that the NCR beat them back at the First Battle of Hoover Dam but failed to finish the job.",,,person
"elder_mcnamara,Elder Nolan McNamara,Nolan McNamara",,,"Elder Nolan McNamara is the leader of the Mojave Chapter of the Brotherhood of Steel, operating from the Hidden Valley Bunker. He earned the respect and loyalty of his chapter by breaking through NCR lines at HELIOS One during the failed Operation Sunburst, leading surviving Brotherhood forces to safety. When Father Elijah vanished during that battle, McNamara assumed command and the rank of elder, credited with saving the Mojave chapter from complete eradication. Fearing continued NCR pursuit, he placed the Hidden Valley bunker on lockdown, restricting movement to small scouting parties and barring entry to outside members, though the NCR is actually overburdened on multiple fronts and not actively hunting the Brotherhood.",,,person
"emily_ortal,Doctor Emily Ortal",,,"Doctor Emily Ortal is a physician and member of the Followers of the Apocalypse who works in the Mojave Wasteland. She chose to operate there because neither the OSI nor other NCR-aligned organizations funded medical research unless it had military applications, and inflation and taxation in Republic territories further motivated her decision. She is responsible for reprogramming the Securitron known as Yes Man for Benny, modifying it to connect to the network so that Mr. House could not remotely disable it.",,,person
fantastic,,,"Fantastic is an incompetent and egotistical con artist employed by the NCR as a technician at HELIOS One, having talked his way into the job by claiming to have a ""theoretical degree in physics."" Since arriving, he has done virtually nothing to repair the plant, instead convincing NCR personnel that he is essential so he can keep drawing pay to fuel his drug addiction. He works alongside Ignacio Rivas, who is far more knowledgeable but whom Fantastic ignores, and he has spent months working on what is actually the intercom console while the plant runs at one percent efficiency. Most NCR soldiers and Rivas have little respect for him, and anyone who spends time around him quickly sees through his fraud.",,,person
"father_elijah,Elijah",,,"Father Elijah is a former Elder of the Brotherhood of Steel, notable for being a Scribe promoted to a rank typically reserved for Paladins due to his exceptional aptitude for advanced technology. Unlike traditional Brotherhood leadership, Elijah emphasized the enhancement and development of pre-War technology rather than mere preservation, a philosophy that brought him into conflict with the organization's leadership and led to his reassignment to the Mojave region. There he redirected Brotherhood operations to HELIOS One, a solar energy facility, where he sought to activate the experimental ARCHIMEDES II weapon system to counter the New California Republic. When the NCR overran the facility during Operation: Sunburst, Elijah disappeared, abandoning the Brotherhood and its remaining forces.",,,person
"general_lee_oliver,Lee Oliver",,,"General Lee Oliver is a career New California Republic Army soldier and an outspoken supporter of President Aaron Kimball who serves as the commander of the republic's forces in the Mojave Wasteland. He is responsible for the overall strategy of NCR forces in the region and is preparing for the Second Battle of Hoover Dam, where he intends to confront Caesar's Legion en masse and destroy the enemy through attrition. Many lower-ranking officers and soldiers hold a low opinion of him, believing he obtained his post largely through cronyism, and his cautious approach has earned him the defamatory moniker General Wait-and-see. Oliver holds a grudge against the NCR Rangers and Chief Hanlon over the role they played in the First Battle of Hoover Dam, and he is determined to win the second battle entirely through his own methods.",,,person
"gloria_van_graff,Glory",,,"Gloria Van Graff, also known as Glory, is the manager of the Silver Rush energy weapons store in Freeside, a position she holds alongside her older brother Jean-Baptiste Cutting. The Van Graff family expanded from Redding into the Mojave Wasteland under their mother's direction, and Gloria is one of ten siblings who each run different branches. Despite her sharp intellect, she receives undesirable assignments because she and her mother do not get along. Gloria took over the Silver Rush after her sister Frieda left, and the Van Graffs seized the location by force, killing members of the Kings who resisted.",,,person
"head_paladin_hardin,Edgar Hardin,Hardin",,,"Head Paladin Hardin, also known as Edgar Hardin, is the head paladin of the Mojave chapter of the Brotherhood of Steel and its most experienced veteran. He was a key advisor to Father Elijah and attempted to convince the elder to abandon HELIOS One before the NCR overran the perimeter. After retreating to the Hidden Valley Bunker under acting elder Nolan McNamara, Hardin grew disillusioned with the ongoing lockdown and McNamara's refusal to send out scouts or patrols. Convinced that the chapter is stagnating and failing its mission, Hardin has considered ways to remove McNamara from leadership, restrained only by his respect for the elder's actions at HELIOS One.",,,person
"jas_wilkins,Jas",,,"Jas Wilkins is a food merchant and cook operating the Mess Hall at Sloan in the Mojave Wasteland. Originally from California, she traveled east because she found life under the NCR too safe and boring, drawn by the freedom of New Vegas. Her great-aunt Rose ran a Bed & Breakfast in Modoc and kept a female Deathclaw in a shed to harvest eggs for Deathclaw Omelets, a recipe passed down to Jas. The quarry workers at Sloan complain about her coffee.",,,person
jeannie_may_crawford,,,"Jeannie May Crawford is the owner-operator of the Dino Dee-lite Motel in the frontier town of Novac. She is a proud businesswoman who defends her town and its hardworking citizens against criticism. She fears the ghouls inhabiting the nearby REPCONN Test Site, believing they threaten the salvage-based economy that sustains Novac. Despite her welcoming demeanor, she is secretly responsible for selling Craig Boone's wife Carla into slavery to Caesar's Legion.",,,person
"jerry_the_punk,Jerry",,,"Jerry the Punk is a young Great Khan living at Red Rock Canyon who harbors an unusual passion for poetry, a talent he developed after reading Pre-War books provided to the tribe by the Followers of the Apocalypse. Though he considers the Great Khans his family, he feels out of place among them and has failed the tribe's initiation five times. His poems often blend romantic longing with the harsh realities of Khan life, including rejection by women and beatings at the hands of their brothers. Jerry dreams of leaving the canyon to join the Followers of the Apocalypse at the Old Mormon Fort in Freeside, where he hopes to find people who better appreciate his sensitive nature.",,,person
"joshua_graham,Malpais Legate,Burned Man",,,"Joshua Graham, also known as the Malpais Legate and the Burned Man, is a New Canaanite missionary and former co-founder of Caesar's Legion. After helping Caesar forge his empire for thirty years, Graham led the failed assault on Hoover Dam in 2277, resulting in Caesar having him burned alive and cast into the Grand Canyon. He survived the execution attempt and returned to New Canaan, but a subsequent attack by the White Legs tribe destroyed the settlement and forced him to flee with survivors to Zion Canyon. There, he lives among the Sorrows tribe and prepares to make a stand against the pursuing White Legs, despite fellow New Canaanite Daniel advocating for evacuation.",,,person
judah_kreger,,,"Judah Kreger is a former Enclave captain living in the Westside community of the Mojave Wasteland. He served as an Enclave officer in command of a squad stationed at Navarro that included Cannibal Johnson, Orion Moreno, Daisy Whitman, Doctor Henry, and Arcade Gannon's father. Kreger's leadership kept Johnson and Moreno from tearing each other apart and served as the bond holding the group together. After the destruction of Control Station ENCLAVE and the NCR's sacking of Navarro, he fled alongside other Enclave survivors to avoid violence at the hands of the NCR and Brotherhood of Steel.",,,person
"klamath_bob,Bob",,,"Klamath Bob, often simply called Bob, is a shopkeeper living in the Westside settlement of New Vegas. Originally from the northern town of Klamath, he recalls his hometown as a dull but pleasant place known for hunting, eating, and skinning geckos. He runs a liquor store named after himself, supplying residents who need a drink to face the day, and after hours he patrols Westside to help keep the peace despite his limited skill with firearms. Bob is also known for his friendship with Mean Sonofabitch, a Super Mutant veteran of the Unity, whom he once tried to protect from abuse in The Hub and who later followed him to Westside, where the mutant now performs odd jobs and helps defend the community.",,,person
